BECvarfut_plantation,BECvar_seed,HTp_pred
BAFAun,MHmmp,0.0000
BAFAun,MHun,0.0000
BAFAun,MHunp,0.0000
BAFAun,MHwh,0.0000
BAFAun,MHwh1,0.0000
BAFAun,MHwhp,0.0000
BAFAun,MSdc1,0.0000
BAFAun,MSdc2,0.0000
BAFAun,MSdc3,0.0000
BAFAun,MSdk1,0.8619
BAFAun,MSdk2,0.8804
BAFAun,MSdm1,0.8536
BAFAun,MSdm2,0.8509
BAFAun,MSdm3,0.8550
BAFAun,MSdv,0.0000
BAFAun,MSmw1,0.0000
BAFAun,MSmw2,0.0000
BAFAun,MSun,0.0000
BAFAun,MSxk1,0.8485
BAFAun,MSxk2,0.8322
BAFAun,MSxk3,0.8710
BAFAun,MSxv,0.9076
BAFAun,PPdh2,0.6857
BAFAun,PPxh1,0.5470
BAFAun,PPxh2,0.5955
BAFAun,PPxh3,0.6523
BAFAun,SBPSdc,0.8562
BAFAun,SBPSmc,0.8695
BAFAun,SBPSmk,0.8658
BAFAun,SBPSxc,0.8491
BAFAun,SBSdh1,0.8663
BAFAun,SBSdh2,0.9353
BAFAun,SBSdk,0.8537
BAFAun,SBSdw1,0.8499
BAFAun,SBSdw2,0.8527
BAFAun,SBSdw3,0.8698
BAFAun,SBSmc1,0.9049
BAFAun,SBSmc2,0.9041
BAFAun,SBSmc3,0.8865
BAFAun,SBSmh,0.8158
BAFAun,SBSmk1,0.9141
BAFAun,SBSmk2,0.8812
BAFAun,SBSmm,0.8944
BAFAun,SBSmw,0.8739
BAFAun,SBSun,0.9573
BAFAun,SBSvk,0.9434
BAFAun,SBSwk1,0.9264
BAFAun,SBSwk2,0.9386
BAFAun,SBSwk3,0.9092
BAFAun,SWBmk,0.9547
BAFAun,SWBmks,0.9805
BAFAun,SWBun,0.9360
BAFAun,SWBuns,0.9585
BAFAun,SWBvk,0.9833
BAFAun,SWBvks,0.9811
BAFAunp,BAFAun,0.9146
BAFAunp,BAFAunp,0.9898
BAFAunp,BGxh1,0.4676
BAFAunp,BGxh2,0.5485
BAFAunp,BGxh3,0.6195
BAFAunp,BGxw1,0.6846
BAFAunp,BGxw2,0.7324
BAFAunp,BWBSdk,0.8430
BAFAunp,BWBSmk,0.7388
BAFAunp,BWBSmw,0.8229
BAFAunp,BWBSvk,0.9272
BAFAunp,BWBSwk1,0.9229
BAFAunp,BWBSwk2,0.8585
BAFAunp,BWBSwk3,0.8250
BAFAunp,CDFmm,0.0000
BAFAunp,CMAun,0.0000
BAFAunp,CMAunp,0.0000
BAFAunp,CMAwh,0.0000
BAFAunp,CWHdm,0.0000
BAFAunp,CWHds1,0.0000
BAFAunp,CWHds2,0.0000
BAFAunp,CWHmm1,0.0000
BAFAunp,CWHmm2,0.0000
BAFAunp,CWHms1,0.0000
BAFAunp,CWHms2,0.0000
BAFAunp,CWHun,0.0000
BAFAunp,CWHvh1,0.0000
BAFAunp,CWHvh2,0.0000
BAFAunp,CWHvh3,0.0000
BAFAunp,CWHvm1,0.0000
BAFAunp,CWHvm2,0.0000
BAFAunp,CWHwh1,0.0000
BAFAunp,CWHwh2,0.0000
BAFAunp,CWHwm,0.0000
BAFAunp,CWHws1,0.0000
BAFAunp,CWHws2,0.0000
BAFAunp,CWHxm1,0.0000
BAFAunp,CWHxm2,0.0000
BAFAunp,ESSFdc1,0.9777
BAFAunp,ESSFdc2,0.9709
BAFAunp,ESSFdc3,0.9590
BAFAunp,ESSFdcp,0.9846
BAFAunp,ESSFdcw,0.9845
BAFAunp,ESSFdk1,0.9687
BAFAunp,ESSFdk2,0.9631
BAFAunp,ESSFdkp,0.9579
BAFAunp,ESSFdkw,0.9645
BAFAunp,ESSFdv1,0.9757
BAFAunp,ESSFdv2,0.9875
BAFAunp,ESSFdvp,0.9746
BAFAunp,ESSFdvw,0.9832
BAFAunp,ESSFmc,0.9591
BAFAunp,ESSFmcp,0.9477
BAFAunp,ESSFmh,0.9604
BAFAunp,ESSFmk,0.9927
BAFAunp,ESSFmkp,0.9902
BAFAunp,ESSFmm1,0.9746
BAFAunp,ESSFmm2,0.9617
BAFAunp,ESSFmmp,0.9669
BAFAunp,ESSFmmw,0.9793
BAFAunp,ESSFmv1,0.9445
BAFAunp,ESSFmv2,0.9615
BAFAunp,ESSFmv3,0.9398
BAFAunp,ESSFmv4,0.9075
BAFAunp,ESSFmvp,0.9395
BAFAunp,ESSFmw,0.9931
BAFAunp,ESSFmw1,0.9836
BAFAunp,ESSFmw2,0.9808
BAFAunp,ESSFmwp,0.9874
BAFAunp,ESSFmww,0.9903
BAFAunp,ESSFun,0.9578
BAFAunp,ESSFunp,0.9494
BAFAunp,ESSFvc,0.9781
BAFAunp,ESSFvcp,0.9702
BAFAunp,ESSFvcw,0.9790
BAFAunp,ESSFwc2,0.9826
BAFAunp,ESSFwc3,0.9720
BAFAunp,ESSFwc4,0.9835
BAFAunp,ESSFwcp,0.9723
BAFAunp,ESSFwcw,0.9826
BAFAunp,ESSFwh1,0.9762
BAFAunp,ESSFwh2,0.9701
BAFAunp,ESSFwh3,0.9695
BAFAunp,ESSFwk1,0.9770
BAFAunp,ESSFwk2,0.9622
BAFAunp,ESSFwm,0.9747
BAFAunp,ESSFwm1,0.9665
BAFAunp,ESSFwm2,0.9815
BAFAunp,ESSFwm3,0.9766
BAFAunp,ESSFwm4,0.9705
BAFAunp,ESSFwmp,0.9704
BAFAunp,ESSFwmw,0.9782
BAFAunp,ESSFwv,0.9689
BAFAunp,ESSFwvp,0.9649
BAFAunp,ESSFxc1,0.9564
BAFAunp,ESSFxc2,0.9676
BAFAunp,ESSFxc3,0.9678
BAFAunp,ESSFxcp,0.9691
BAFAunp,ESSFxcw,0.9751
BAFAunp,ESSFxv1,0.9873
BAFAunp,ESSFxv2,0.9815
BAFAunp,ESSFxvp,0.9807
BAFAunp,ESSFxvw,0.9789
BAFAunp,ICHdk,0.9060
BAFAunp,ICHdm,0.9302
BAFAunp,ICHdw1,0.8634
BAFAunp,ICHdw3,0.8944
BAFAunp,ICHdw4,0.8380
BAFAunp,ICHmc1,0.9434
BAFAunp,ICHmc2,0.9124
BAFAunp,ICHmk1,0.9127
BAFAunp,ICHmk2,0.9164
BAFAunp,ICHmk3,0.9230
BAFAunp,ICHmk4,0.9370
BAFAunp,ICHmm,0.9557
BAFAunp,ICHmw1,0.9429
BAFAunp,ICHmw2,0.9200
BAFAunp,ICHmw3,0.9184
BAFAunp,ICHmw4,0.9448
BAFAunp,ICHmw5,0.9256
BAFAunp,ICHvc,0.9505
BAFAunp,ICHvk1,0.9608
BAFAunp,ICHvk2,0.9549
BAFAunp,ICHwc,0.9501
BAFAunp,ICHwk1,0.9543
BAFAunp,ICHwk2,0.9301
BAFAunp,ICHwk3,0.9468
BAFAunp,ICHwk4,0.9519
BAFAunp,ICHxw,0.7886
BAFAunp,IDFdc,0.9000
BAFAunp,IDFdk1,0.8559
BAFAunp,IDFdk2,0.8822
BAFAunp,IDFdk3,0.8569
BAFAunp,IDFdk4,0.8557
BAFAunp,IDFdk5,0.8471
BAFAunp,IDFdm1,0.8254
BAFAunp,IDFdm2,0.8162
BAFAunp,IDFdw,0.9010
BAFAunp,IDFmw1,0.8226
BAFAunp,IDFmw2,0.8252
BAFAunp,IDFww,0.0000
BAFAunp,IDFww1,0.7990
BAFAunp,IDFxc,0.7744
BAFAunp,IDFxh1,0.7570
BAFAunp,IDFxh2,0.7752
BAFAunp,IDFxh4,0.7314
BAFAunp,IDFxk,0.7594
BAFAunp,IDFxm,0.8078
BAFAunp,IDFxw,0.7703
BAFAunp,IMAun,0.9515
BAFAunp,IMAunp,0.9906
BAFAunp,MHmm1,0.0000
BAFAunp,MHmm2,0.0000
BAFAunp,MHmmp,0.0000
BAFAunp,MHun,0.0000
BAFAunp,MHunp,0.0000
BAFAunp,MHwh,0.0000
BAFAunp,MHwh1,0.0000
BAFAunp,MHwhp,0.0000
BAFAunp,MSdc1,0.0000
BAFAunp,MSdc2,0.0000
BAFAunp,MSdc3,0.0000
BAFAunp,MSdk1,0.9271
BAFAunp,MSdk2,0.9237
BAFAunp,MSdm1,0.9268
BAFAunp,MSdm2,0.9362
BAFAunp,MSdm3,0.9135
BAFAunp,MSdv,0.0000
BAFAunp,MSmw1,0.0000
BAFAunp,MSmw2,0.0000
BAFAunp,MSun,0.0000
BAFAunp,MSxk1,0.9290
BAFAunp,MSxk2,0.8890
BAFAunp,MSxk3,0.9288
BAFAunp,MSxv,0.9475
BAFAunp,PPdh2,0.7454
BAFAunp,PPxh1,0.5977
BAFAunp,PPxh2,0.6479
BAFAunp,PPxh3,0.7195
BAFAunp,SBPSdc,0.8840
BAFAunp,SBPSmc,0.9079
BAFAunp,SBPSmk,0.9010
BAFAunp,SBPSxc,0.8946
BAFAunp,SBSdh1,0.9061
BAFAunp,SBSdh2,0.9501
BAFAunp,SBSdk,0.8820
BAFAunp,SBSdw1,0.8911
BAFAunp,SBSdw2,0.8878
BAFAunp,SBSdw3,0.8917
BAFAunp,SBSmc1,0.9459
BAFAunp,SBSmc2,0.9246
BAFAunp,SBSmc3,0.9150
BAFAunp,SBSmh,0.8525
BAFAunp,SBSmk1,0.9248
BAFAunp,SBSmk2,0.8687
BAFAunp,SBSmm,0.9402
BAFAunp,SBSmw,0.9060
BAFAunp,SBSun,0.9323
BAFAunp,SBSvk,0.9523
BAFAunp,SBSwk1,0.9453
BAFAunp,SBSwk2,0.9298
BAFAunp,SBSwk3,0.9160
BAFAunp,SWBmk,0.8905
BAFAunp,SWBmks,0.9136
BAFAunp,SWBun,0.8618
BAFAunp,SWBuns,0.8740
BAFAunp,SWBvk,0.9095
BAFAunp,SWBvks,0.8811
BGxh1,BAFAun,0.1289
BGxh1,BAFAunp,0.1926
BGxh1,BGxh1,0.9574
BGxh1,BGxh2,0.8727
BGxh1,BGxh3,0.8135
BGxh1,BGxw1,0.7397
BGxh1,BGxw2,0.6932
BGxh1,BWBSdk,0.3056
BGxh1,BWBSmk,0.2975
BGxh1,BWBSmw,0.3984
BGxh1,BWBSvk,0.2180
BGxh1,BWBSwk1,0.3472
BGxh1,BWBSwk2,0.3336
BGxh1,BWBSwk3,0.2569
BGxh1,CDFmm,0.0000
BGxh1,CMAun,0.0000
BGxh1,CMAunp,0.0000
BGxh1,CMAwh,0.0000
BGxh1,CWHdm,0.0000
BGxh1,CWHds1,0.0000
BGxh1,CWHds2,0.0000
BGxh1,CWHmm1,0.0000
BGxh1,CWHmm2,0.0000
BGxh1,CWHms1,0.0000
BGxh1,CWHms2,0.0000
BGxh1,CWHun,0.0000
BGxh1,CWHvh1,0.0000
BGxh1,CWHvh2,0.0000
BGxh1,CWHvh3,0.0000
BGxh1,CWHvm1,0.0000
BGxh1,CWHvm2,0.0000
BGxh1,CWHwh1,0.0000
BGxh1,CWHwh2,0.0000
BGxh1,CWHwm,0.0000
BGxh1,CWHws1,0.0000
BGxh1,CWHws2,0.0000
BGxh1,CWHxm1,0.0000
BGxh1,CWHxm2,0.0000
BGxh1,ESSFdc1,0.3075
BGxh1,ESSFdc2,0.3419
BGxh1,ESSFdc3,0.3605
BGxh1,ESSFdcp,0.2360
BGxh1,ESSFdcw,0.2586
BGxh1,ESSFdk1,0.2891
BGxh1,ESSFdk2,0.2610
BGxh1,ESSFdkp,0.1843
BGxh1,ESSFdkw,0.2142
BGxh1,ESSFdv1,0.3054
BGxh1,ESSFdv2,0.2741
BGxh1,ESSFdvp,0.2076
BGxh1,ESSFdvw,0.2418
BGxh1,ESSFmc,0.2588
BGxh1,ESSFmcp,0.1736
BGxh1,ESSFmh,0.3644
BGxh1,ESSFmk,0.2547
BGxh1,ESSFmkp,0.1928
BGxh1,ESSFmm1,0.2307
BGxh1,ESSFmm2,0.2291
BGxh1,ESSFmmp,0.1846
BGxh1,ESSFmmw,0.2296
BGxh1,ESSFmv1,0.3446
BGxh1,ESSFmv2,0.2528
BGxh1,ESSFmv3,0.2517
BGxh1,ESSFmv4,0.2584
BGxh1,ESSFmvp,0.1978
BGxh1,ESSFmw,0.2825
BGxh1,ESSFmw1,0.3021
BGxh1,ESSFmw2,0.3180
BGxh1,ESSFmwp,0.2158
BGxh1,ESSFmww,0.2646
BGxh1,ESSFun,0.1894
BGxh1,ESSFunp,0.1524
BGxh1,ESSFvc,0.2384
BGxh1,ESSFvcp,0.1657
BGxh1,ESSFvcw,0.1951
BGxh1,ESSFwc2,0.2478
BGxh1,ESSFwc3,0.2042
BGxh1,ESSFwc4,0.2528
BGxh1,ESSFwcp,0.1772
BGxh1,ESSFwcw,0.2054
BGxh1,ESSFwh1,0.2899
BGxh1,ESSFwh2,0.3158
BGxh1,ESSFwh3,0.2740
BGxh1,ESSFwk1,0.2844
BGxh1,ESSFwk2,0.2267
BGxh1,ESSFwm,0.2364
BGxh1,ESSFwm1,0.2840
BGxh1,ESSFwm2,0.2685
BGxh1,ESSFwm3,0.2269
BGxh1,ESSFwm4,0.3116
BGxh1,ESSFwmp,0.1815
BGxh1,ESSFwmw,0.2146
BGxh1,ESSFwv,0.2505
BGxh1,ESSFwvp,0.1969
BGxh1,ESSFxc1,0.3445
BGxh1,ESSFxc2,0.3304
BGxh1,ESSFxc3,0.3094
BGxh1,ESSFxcp,0.2533
BGxh1,ESSFxcw,0.2699
BGxh1,ESSFxv1,0.2549
BGxh1,ESSFxv2,0.2465
BGxh1,ESSFxvp,0.1975
BGxh1,ESSFxvw,0.2447
BGxh1,ICHdk,0.4705
BGxh1,ICHdm,0.4210
BGxh1,ICHdw1,0.5321
BGxh1,ICHdw3,0.4808
BGxh1,ICHdw4,0.5821
BGxh1,ICHmc1,0.3524
BGxh1,ICHmc2,0.4388
BGxh1,ICHmk1,0.4724
BGxh1,ICHmk2,0.4652
BGxh1,ICHmk3,0.4363
BGxh1,ICHmk4,0.3863
BGxh1,ICHmm,0.3451
BGxh1,ICHmw1,0.3730
BGxh1,ICHmw2,0.4284
BGxh1,ICHmw3,0.4281
BGxh1,ICHmw4,0.3494
BGxh1,ICHmw5,0.4390
BGxh1,ICHvc,0.3161
BGxh1,ICHvk1,0.3056
BGxh1,ICHvk2,0.2961
BGxh1,ICHwc,0.2797
BGxh1,ICHwk1,0.3446
BGxh1,ICHwk2,0.4089
BGxh1,ICHwk3,0.3466
BGxh1,ICHwk4,0.3477
BGxh1,ICHxw,0.6502
BGxh1,IDFdc,0.4862
BGxh1,IDFdk1,0.5422
BGxh1,IDFdk2,0.5233
BGxh1,IDFdk3,0.5354
BGxh1,IDFdk4,0.5080
BGxh1,IDFdk5,0.5410
BGxh1,IDFdm1,0.6108
BGxh1,IDFdm2,0.6076
BGxh1,IDFdw,0.4604
BGxh1,IDFmw1,0.6216
BGxh1,IDFmw2,0.6100
BGxh1,IDFww,0.0000
BGxh1,IDFww1,0.6354
BGxh1,IDFxc,0.6636
BGxh1,IDFxh1,0.7104
BGxh1,IDFxh2,0.6596
BGxh1,IDFxh4,0.7346
BGxh1,IDFxk,0.6575
BGxh1,IDFxm,0.5973
BGxh1,IDFxw,0.6563
BGxh1,IMAun,0.1443
BGxh1,IMAunp,0.2161
BGxh1,MHmm1,0.0000
BGxh1,MHmm2,0.0000
BGxh1,MHmmp,0.0000
BGxh1,MHun,0.0000
BGxh1,MHunp,0.0000
BGxh1,MHwh,0.0000
BGxh1,MHwh1,0.0000
BGxh1,MHwhp,0.0000
BGxh1,MSdc1,0.0000
BGxh1,MSdc2,0.0000
BGxh1,MSdc3,0.0000
BGxh1,MSdk1,0.4179
BGxh1,MSdk2,0.3994
BGxh1,MSdm1,0.4437
BGxh1,MSdm2,0.4224
BGxh1,MSdm3,0.4643
BGxh1,MSdv,0.0000
BGxh1,MSmw1,0.0000
BGxh1,MSmw2,0.0000
BGxh1,MSun,0.0000
BGxh1,MSxk1,0.4255
BGxh1,MSxk2,0.4706
BGxh1,MSxk3,0.3982
BGxh1,MSxv,0.3506
BGxh1,PPdh2,0.7010
BGxh1,PPxh1,0.8796
BGxh1,PPxh2,0.7991
BGxh1,PPxh3,0.7476
BGxh1,SBPSdc,0.4554
BGxh1,SBPSmc,0.4286
BGxh1,SBPSmk,0.4506
BGxh1,SBPSxc,0.4450
BGxh1,SBSdh1,0.4531
BGxh1,SBSdh2,0.3166
BGxh1,SBSdk,0.4618
BGxh1,SBSdw1,0.4867
BGxh1,SBSdw2,0.4772
BGxh1,SBSdw3,0.4362
BGxh1,SBSmc1,0.3888
BGxh1,SBSmc2,0.3835
BGxh1,SBSmc3,0.4103
BGxh1,SBSmh,0.5336
BGxh1,SBSmk1,0.3555
BGxh1,SBSmk2,0.3823
BGxh1,SBSmm,0.4029
BGxh1,SBSmw,0.4459
BGxh1,SBSun,0.2560
BGxh1,SBSvk,0.2934
BGxh1,SBSwk1,0.3399
BGxh1,SBSwk2,0.3071
BGxh1,SBSwk3,0.3700
BGxh1,SWBmk,0.2368
BGxh1,SWBmks,0.1880
BGxh1,SWBun,0.2275
BGxh1,SWBuns,0.1899
BGxh1,SWBvk,0.1512
BGxh1,SWBvks,0.1080
BGxh2,BAFAun,0.2755
BGxh2,BAFAunp,0.3660
BGxh2,BGxh1,0.9913
BGxh2,BGxh2,0.9820
BGxh2,BGxh3,0.9562
BGxh2,BGxw1,0.9103
BGxh2,BGxw2,0.8801
BGxh2,BWBSdk,0.5199
BGxh2,BWBSmk,0.5019
BGxh2,BWBSmw,0.6162
BGxh2,BWBSvk,0.3990
BGxh2,BWBSwk1,0.5613
BGxh2,BWBSwk2,0.5423
BGxh2,BWBSwk3,0.4514
BGxh2,CDFmm,0.0000
BGxh2,CMAun,0.0000
BGxh2,CMAunp,0.0000
BGxh2,CMAwh,0.0000
BGxh2,CWHdm,0.0000
BGxh2,CWHds1,0.0000
BGxh2,CWHds2,0.0000
BGxh2,CWHmm1,0.0000
BGxh2,CWHmm2,0.0000
BGxh2,CWHms1,0.0000
BGxh2,CWHms2,0.0000
BGxh2,CWHun,0.0000
BGxh2,CWHvh1,0.0000
BGxh2,CWHvh2,0.0000
BGxh2,CWHvh3,0.0000
BGxh2,CWHvm1,0.0000
BGxh2,CWHvm2,0.0000
BGxh2,CWHwh1,0.0000
BGxh2,CWHwh2,0.0000
BGxh2,CWHwm,0.0000
BGxh2,CWHws1,0.0000
BGxh2,CWHws2,0.0000
BGxh2,CWHxm1,0.0000
BGxh2,CWHxm2,0.0000
BGxh2,ESSFdc1,0.5097
BGxh2,ESSFdc2,0.5502
BGxh2,ESSFdc3,0.5727
BGxh2,ESSFdcp,0.4223
BGxh2,ESSFdcw,0.4504
BGxh2,ESSFdk1,0.4892
BGxh2,ESSFdk2,0.4554
BGxh2,ESSFdkp,0.3530
BGxh2,ESSFdkw,0.3941
BGxh2,ESSFdv1,0.5086
BGxh2,ESSFdv2,0.4718
BGxh2,ESSFdvp,0.3839
BGxh2,ESSFdvw,0.4296
BGxh2,ESSFmc,0.4600
BGxh2,ESSFmcp,0.3439
BGxh2,ESSFmh,0.5739
BGxh2,ESSFmk,0.4512
BGxh2,ESSFmkp,0.3677
BGxh2,ESSFmm1,0.4183
BGxh2,ESSFmm2,0.4171
BGxh2,ESSFmmp,0.3554
BGxh2,ESSFmmw,0.4185
BGxh2,ESSFmv1,0.5596
BGxh2,ESSFmv2,0.4495
BGxh2,ESSFmv3,0.4513
BGxh2,ESSFmv4,0.4581
BGxh2,ESSFmvp,0.3771
BGxh2,ESSFmw,0.4803
BGxh2,ESSFmw1,0.5013
BGxh2,ESSFmw2,0.5221
BGxh2,ESSFmwp,0.3948
BGxh2,ESSFmww,0.4567
BGxh2,ESSFun,0.3670
BGxh2,ESSFunp,0.3122
BGxh2,ESSFvc,0.4277
BGxh2,ESSFvcp,0.3282
BGxh2,ESSFvcw,0.3701
BGxh2,ESSFwc2,0.4403
BGxh2,ESSFwc3,0.3851
BGxh2,ESSFwc4,0.4440
BGxh2,ESSFwcp,0.3455
BGxh2,ESSFwcw,0.3835
BGxh2,ESSFwh1,0.4890
BGxh2,ESSFwh2,0.5208
BGxh2,ESSFwh3,0.4668
BGxh2,ESSFwk1,0.4842
BGxh2,ESSFwk2,0.4169
BGxh2,ESSFwm,0.4275
BGxh2,ESSFwm1,0.4821
BGxh2,ESSFwm2,0.4645
BGxh2,ESSFwm3,0.4088
BGxh2,ESSFwm4,0.5149
BGxh2,ESSFwmp,0.3503
BGxh2,ESSFwmw,0.3955
BGxh2,ESSFwv,0.4458
BGxh2,ESSFwvp,0.3741
BGxh2,ESSFxc1,0.5508
BGxh2,ESSFxc2,0.5366
BGxh2,ESSFxc3,0.5141
BGxh2,ESSFxcp,0.4432
BGxh2,ESSFxcw,0.4642
BGxh2,ESSFxv1,0.4487
BGxh2,ESSFxv2,0.4383
BGxh2,ESSFxvp,0.3713
BGxh2,ESSFxvw,0.4351
BGxh2,ICHdk,0.6852
BGxh2,ICHdm,0.6347
BGxh2,ICHdw1,0.7303
BGxh2,ICHdw3,0.6947
BGxh2,ICHdw4,0.7784
BGxh2,ICHmc1,0.5653
BGxh2,ICHmc2,0.6566
BGxh2,ICHmk1,0.6848
BGxh2,ICHmk2,0.6823
BGxh2,ICHmk3,0.6512
BGxh2,ICHmk4,0.6020
BGxh2,ICHmm,0.5594
BGxh2,ICHmw1,0.5940
BGxh2,ICHmw2,0.6371
BGxh2,ICHmw3,0.6411
BGxh2,ICHmw4,0.5519
BGxh2,ICHmw5,0.6507
BGxh2,ICHvc,0.5259
BGxh2,ICHvk1,0.5101
BGxh2,ICHvk2,0.4996
BGxh2,ICHwc,0.4849
BGxh2,ICHwk1,0.5549
BGxh2,ICHwk2,0.6213
BGxh2,ICHwk3,0.5561
BGxh2,ICHwk4,0.5570
BGxh2,ICHxw,0.8247
BGxh2,IDFdc,0.7046
BGxh2,IDFdk1,0.7561
BGxh2,IDFdk2,0.7378
BGxh2,IDFdk3,0.7499
BGxh2,IDFdk4,0.7284
BGxh2,IDFdk5,0.7589
BGxh2,IDFdm1,0.8102
BGxh2,IDFdm2,0.8092
BGxh2,IDFdw,0.6835
BGxh2,IDFmw1,0.8150
BGxh2,IDFmw2,0.8117
BGxh2,IDFww,0.0000
BGxh2,IDFww1,0.8318
BGxh2,IDFxc,0.8591
